[2025-10-23 05:13:43,748] Retailer → client | GET /status | 0 records | OK | 0ms
[2025-10-23 20:48:50,088] Supplier → client | GET /acp/schema/variants | 0 records | OK | 455ms
[2025-10-23 20:48:51,233] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1397ms
[2025-10-23 20:48:52,403] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2313ms
[2025-10-23 20:48:52,405] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2315ms
[2025-10-23 20:49:04,992] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 20:49:22,813] Supplier → client | GET /acp/schema | 2 records | OK | 625ms
[2025-10-23 20:49:29,300] Supplier → client | GET /acp/schema/products | 0 records | OK | 462ms
[2025-10-23 20:49:46,214] Supplier → client | GET /acp/feed/products | 10 records | OK | 2720ms
[2025-10-23 20:49:58,347] Supplier → client | GET /health | 0 records | OK | 863ms
[2025-10-23 21:02:53,604] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:02:53,605] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:02:53,630] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:02:56,464] Supplier → client | GET /acp/schema | 2 records | OK | 2830ms
[2025-10-23 21:02:56,637] Supplier → client | GET /acp/schema | 2 records | OK | 3028ms
[2025-10-23 21:02:56,638] Supplier → client | GET /acp/schema | 2 records | OK | 3024ms
[2025-10-23 21:02:57,937] Supplier → client | GET /acp/schema/products | 0 records | OK | 1466ms
[2025-10-23 21:02:58,202] Supplier → client | GET /acp/schema/products | 0 records | OK | 1558ms
[2025-10-23 21:02:58,202] Supplier → client | GET /acp/schema/products | 0 records | OK | 1559ms
[2025-10-23 21:02:58,451] Supplier → client | GET /acp/schema/variants | 0 records | OK | 510ms
[2025-10-23 21:02:58,726] Supplier → client | GET /acp/schema/variants | 0 records | OK | 520ms
[2025-10-23 21:02:58,727] Supplier → client | GET /acp/schema/variants | 0 records | OK | 521ms
[2025-10-23 21:03:00,645] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2186ms
[2025-10-23 21:03:00,669] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:03:00,845] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2112ms
[2025-10-23 21:03:00,848] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2115ms
[2025-10-23 21:03:00,855] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:03:00,856] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:03:01,137] Supplier → client | GET /acp/schema | 2 records | OK | 463ms
[2025-10-23 21:03:01,322] Supplier → client | GET /acp/schema | 2 records | OK | 462ms
[2025-10-23 21:03:01,325] Supplier → client | GET /acp/schema | 2 records | OK | 460ms
[2025-10-23 21:03:01,606] Supplier → client | GET /acp/schema/products | 0 records | OK | 460ms
[2025-10-23 21:03:01,793] Supplier → client | GET /acp/schema/products | 0 records | OK | 463ms
[2025-10-23 21:03:01,795] Supplier → client | GET /acp/schema/products | 0 records | OK | 465ms
[2025-10-23 21:03:02,075] Supplier → client | GET /acp/schema/variants | 0 records | OK | 462ms
[2025-10-23 21:03:02,263] Supplier → client | GET /acp/schema/variants | 0 records | OK | 464ms
[2025-10-23 21:03:02,267] Supplier → client | GET /acp/schema/variants | 0 records | OK | 467ms
[2025-10-23 21:03:03,532] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1451ms
[2025-10-23 21:03:03,686] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1417ms
[2025-10-23 21:03:03,690] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1422ms
[2025-10-23 21:03:21,905] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:03:21,925] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:03:21,930] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:03:22,373] Supplier → client | GET /acp/schema | 2 records | OK | 463ms
[2025-10-23 21:03:22,388] Supplier → client | GET /acp/schema | 2 records | OK | 460ms
[2025-10-23 21:03:22,396] Supplier → client | GET /acp/schema | 2 records | OK | 462ms
[2025-10-23 21:03:22,839] Supplier → client | GET /acp/schema/products | 0 records | OK | 462ms
[2025-10-23 21:03:22,855] Supplier → client | GET /acp/schema/products | 0 records | OK | 462ms
[2025-10-23 21:03:22,863] Supplier → client | GET /acp/schema/products | 0 records | OK | 462ms
[2025-10-23 21:03:23,310] Supplier → client | GET /acp/schema/variants | 0 records | OK | 466ms
[2025-10-23 21:03:23,329] Supplier → client | GET /acp/schema/variants | 0 records | OK | 468ms
[2025-10-23 21:03:23,338] Supplier → client | GET /acp/schema/variants | 0 records | OK | 468ms
[2025-10-23 21:03:25,217] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1836ms
[2025-10-23 21:03:25,219] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1890ms
[2025-10-23 21:03:25,222] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1880ms
[2025-10-23 21:03:25,225] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:03:25,226] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:03:25,228] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:03:25,693] Supplier → client | GET /acp/schema | 2 records | OK | 462ms
[2025-10-23 21:03:25,694] Supplier → client | GET /acp/schema | 2 records | OK | 461ms
[2025-10-23 21:03:25,694] Supplier → client | GET /acp/schema | 2 records | OK | 465ms
[2025-10-23 21:03:26,202] Supplier → client | GET /acp/schema/products | 0 records | OK | 503ms
[2025-10-23 21:03:26,203] Supplier → client | GET /acp/schema/products | 0 records | OK | 504ms
[2025-10-23 21:03:26,204] Supplier → client | GET /acp/schema/products | 0 records | OK | 505ms
[2025-10-23 21:03:26,745] Supplier → client | GET /acp/schema/variants | 0 records | OK | 536ms
[2025-10-23 21:03:26,746] Supplier → client | GET /acp/schema/variants | 0 records | OK | 537ms
[2025-10-23 21:03:26,746] Supplier → client | GET /acp/schema/variants | 0 records | OK | 537ms
[2025-10-23 21:03:28,258] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1510ms
[2025-10-23 21:03:28,259] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1511ms
[2025-10-23 21:03:28,260] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1512ms
[2025-10-23 21:04:08,225] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:08,228] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:08,251] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:08,692] Supplier → client | GET /acp/schema | 2 records | OK | 460ms
[2025-10-23 21:04:08,692] Supplier → client | GET /acp/schema | 2 records | OK | 461ms
[2025-10-23 21:04:08,714] Supplier → client | GET /acp/schema | 2 records | OK | 460ms
[2025-10-23 21:04:09,863] Supplier → client | GET /acp/schema/products | 0 records | OK | 1167ms
[2025-10-23 21:04:09,864] Supplier → client | GET /acp/schema/products | 0 records | OK | 1168ms
[2025-10-23 21:04:09,883] Supplier → client | GET /acp/schema/products | 0 records | OK | 1165ms
[2025-10-23 21:04:10,331] Supplier → client | GET /acp/schema/variants | 0 records | OK | 462ms
[2025-10-23 21:04:10,332] Supplier → client | GET /acp/schema/variants | 0 records | OK | 463ms
[2025-10-23 21:04:10,346] Supplier → client | GET /acp/schema/variants | 0 records | OK | 459ms
[2025-10-23 21:04:11,771] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1435ms
[2025-10-23 21:04:11,773] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1423ms
[2025-10-23 21:04:11,775] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1438ms
[2025-10-23 21:04:11,779] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:11,780] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:11,788] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:12,267] Supplier → client | GET /acp/schema | 2 records | OK | 482ms
[2025-10-23 21:04:12,269] Supplier → client | GET /acp/schema | 2 records | OK | 477ms
[2025-10-23 21:04:12,269] Supplier → client | GET /acp/schema | 2 records | OK | 484ms
[2025-10-23 21:04:12,793] Supplier → client | GET /acp/schema/products | 0 records | OK | 519ms
[2025-10-23 21:04:12,794] Supplier → client | GET /acp/schema/products | 0 records | OK | 515ms
[2025-10-23 21:04:12,794] Supplier → client | GET /acp/schema/products | 0 records | OK | 515ms
[2025-10-23 21:04:13,263] Supplier → client | GET /acp/schema/variants | 0 records | OK | 462ms
[2025-10-23 21:04:13,264] Supplier → client | GET /acp/schema/variants | 0 records | OK | 463ms
[2025-10-23 21:04:13,264] Supplier → client | GET /acp/schema/variants | 0 records | OK | 463ms
[2025-10-23 21:04:14,676] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1410ms
[2025-10-23 21:04:14,677] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1411ms
[2025-10-23 21:04:14,684] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1417ms
[2025-10-23 21:04:42,172] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:42,173] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:42,199] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:42,643] Supplier → client | GET /acp/schema | 2 records | OK | 465ms
[2025-10-23 21:04:42,646] Supplier → client | GET /acp/schema | 2 records | OK | 470ms
[2025-10-23 21:04:42,672] Supplier → client | GET /acp/schema | 2 records | OK | 470ms
[2025-10-23 21:04:43,234] Supplier → client | GET /acp/schema/products | 0 records | OK | 546ms
[2025-10-23 21:04:43,234] Supplier → client | GET /acp/schema/products | 0 records | OK | 533ms
[2025-10-23 21:04:43,235] Supplier → client | GET /acp/schema/products | 0 records | OK | 539ms
[2025-10-23 21:04:43,700] Supplier → client | GET /acp/schema/variants | 0 records | OK | 462ms
[2025-10-23 21:04:43,701] Supplier → client | GET /acp/schema/variants | 0 records | OK | 462ms
[2025-10-23 21:04:43,701] Supplier → client | GET /acp/schema/variants | 0 records | OK | 463ms
[2025-10-23 21:04:43,732] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:43,733] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:43,735] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:04:44,216] Supplier → client | GET /acp/schema | 2 records | OK | 461ms
[2025-10-23 21:04:44,221] Supplier → client | GET /acp/schema | 2 records | OK | 460ms
[2025-10-23 21:04:44,224] Supplier → client | GET /acp/schema | 2 records | OK | 461ms
[2025-10-23 21:04:44,744] Supplier → client | GET /acp/schema/products | 0 records | OK | 522ms
[2025-10-23 21:04:44,745] Supplier → client | GET /acp/schema/products | 0 records | OK | 517ms
[2025-10-23 21:04:44,746] Supplier → client | GET /acp/schema/products | 0 records | OK | 517ms
[2025-10-23 21:04:45,358] Supplier → client | GET /acp/schema/variants | 0 records | OK | 603ms
[2025-10-23 21:04:45,359] Supplier → client | GET /acp/schema/variants | 0 records | OK | 604ms
[2025-10-23 21:04:45,360] Supplier → client | GET /acp/schema/variants | 0 records | OK | 605ms
[2025-10-23 21:05:11,866] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:05:11,871] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:05:11,892] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:05:12,395] Supplier → client | GET /acp/schema | 2 records | OK | 522ms
[2025-10-23 21:05:12,417] Supplier → client | GET /acp/schema | 2 records | OK | 542ms
[2025-10-23 21:05:12,417] Supplier → client | GET /acp/schema | 2 records | OK | 521ms
[2025-10-23 21:05:13,644] Supplier → client | GET /acp/schema/products | 0 records | OK | 1160ms
[2025-10-23 21:05:13,646] Supplier → client | GET /acp/schema/products | 0 records | OK | 1161ms
[2025-10-23 21:05:13,646] Supplier → client | GET /acp/schema/products | 0 records | OK | 1161ms
[2025-10-23 21:05:14,117] Supplier → client | GET /acp/schema/variants | 0 records | OK | 465ms
[2025-10-23 21:05:14,121] Supplier → client | GET /acp/schema/variants | 0 records | OK | 467ms
[2025-10-23 21:05:14,121] Supplier → client | GET /acp/schema/variants | 0 records | OK | 468ms
[2025-10-23 21:05:18,139] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:05:18,141] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:05:18,141] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:05:18,607] Supplier → client | GET /acp/schema | 2 records | OK | 461ms
[2025-10-23 21:05:18,608] Supplier → client | GET /acp/schema | 2 records | OK | 462ms
[2025-10-23 21:05:18,608] Supplier → client | GET /acp/schema | 2 records | OK | 463ms
[2025-10-23 21:05:19,079] Supplier → client | GET /acp/schema/products | 0 records | OK | 465ms
[2025-10-23 21:05:19,080] Supplier → client | GET /acp/schema/products | 0 records | OK | 466ms
[2025-10-23 21:05:19,080] Supplier → client | GET /acp/schema/products | 0 records | OK | 467ms
[2025-10-23 21:05:19,551] Supplier → client | GET /acp/schema/variants | 0 records | OK | 464ms
[2025-10-23 21:05:19,551] Supplier → client | GET /acp/schema/variants | 0 records | OK | 465ms
[2025-10-23 21:05:19,552] Supplier → client | GET /acp/schema/variants | 0 records | OK | 465ms
[2025-10-23 21:06:02,253] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:02,255] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:02,279] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:02,722] Supplier → client | GET /acp/schema | 2 records | OK | 464ms
[2025-10-23 21:06:02,722] Supplier → client | GET /acp/schema | 2 records | OK | 465ms
[2025-10-23 21:06:02,742] Supplier → client | GET /acp/schema | 2 records | OK | 459ms
[2025-10-23 21:06:03,285] Supplier → client | GET /acp/schema/products | 0 records | OK | 559ms
[2025-10-23 21:06:03,285] Supplier → client | GET /acp/schema/products | 0 records | OK | 559ms
[2025-10-23 21:06:03,286] Supplier → client | GET /acp/schema/products | 0 records | OK | 539ms
[2025-10-23 21:06:03,828] Supplier → client | GET /acp/schema/variants | 0 records | OK | 538ms
[2025-10-23 21:06:03,829] Supplier → client | GET /acp/schema/variants | 0 records | OK | 539ms
[2025-10-23 21:06:03,829] Supplier → client | GET /acp/schema/variants | 0 records | OK | 540ms
[2025-10-23 21:06:05,780] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1944ms
[2025-10-23 21:06:05,782] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1947ms
[2025-10-23 21:06:05,785] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1949ms
[2025-10-23 21:06:05,789] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:05,790] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:05,791] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:06,360] Supplier → client | GET /acp/schema | 2 records | OK | 567ms
[2025-10-23 21:06:06,361] Supplier → client | GET /acp/schema | 2 records | OK | 567ms
[2025-10-23 21:06:06,361] Supplier → client | GET /acp/schema | 2 records | OK | 563ms
[2025-10-23 21:06:06,828] Supplier → client | GET /acp/schema/products | 0 records | OK | 462ms
[2025-10-23 21:06:06,829] Supplier → client | GET /acp/schema/products | 0 records | OK | 462ms
[2025-10-23 21:06:06,829] Supplier → client | GET /acp/schema/products | 0 records | OK | 463ms
[2025-10-23 21:06:07,409] Supplier → client | GET /acp/schema/variants | 0 records | OK | 573ms
[2025-10-23 21:06:07,410] Supplier → client | GET /acp/schema/variants | 0 records | OK | 572ms
[2025-10-23 21:06:07,410] Supplier → client | GET /acp/schema/variants | 0 records | OK | 574ms
[2025-10-23 21:06:09,079] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1666ms
[2025-10-23 21:06:09,083] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1671ms
[2025-10-23 21:06:09,087] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1675ms
[2025-10-23 21:06:22,908] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:22,917] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:22,917] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:23,378] Supplier → client | GET /acp/schema | 2 records | OK | 464ms
[2025-10-23 21:06:23,384] Supplier → client | GET /acp/schema | 2 records | OK | 464ms
[2025-10-23 21:06:23,384] Supplier → client | GET /acp/schema | 2 records | OK | 463ms
[2025-10-23 21:06:24,539] Supplier → client | GET /acp/schema/products | 0 records | OK | 1156ms
[2025-10-23 21:06:24,555] Supplier → client | GET /acp/schema/products | 0 records | OK | 1160ms
[2025-10-23 21:06:24,556] Supplier → client | GET /acp/schema/products | 0 records | OK | 1161ms
[2025-10-23 21:06:25,004] Supplier → client | GET /acp/schema/variants | 0 records | OK | 461ms
[2025-10-23 21:06:25,019] Supplier → client | GET /acp/schema/variants | 0 records | OK | 459ms
[2025-10-23 21:06:25,020] Supplier → client | GET /acp/schema/variants | 0 records | OK | 461ms
[2025-10-23 21:06:26,695] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1672ms
[2025-10-23 21:06:26,697] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1675ms
[2025-10-23 21:06:26,701] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1691ms
[2025-10-23 21:06:26,705] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:26,706] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:26,714] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:06:27,173] Supplier → client | GET /acp/schema | 2 records | OK | 464ms
[2025-10-23 21:06:27,174] Supplier → client | GET /acp/schema | 2 records | OK | 464ms
[2025-10-23 21:06:27,178] Supplier → client | GET /acp/schema | 2 records | OK | 460ms
[2025-10-23 21:06:27,647] Supplier → client | GET /acp/schema/products | 0 records | OK | 461ms
[2025-10-23 21:06:27,648] Supplier → client | GET /acp/schema/products | 0 records | OK | 462ms
[2025-10-23 21:06:27,649] Supplier → client | GET /acp/schema/products | 0 records | OK | 463ms
[2025-10-23 21:06:28,169] Supplier → client | GET /acp/schema/variants | 0 records | OK | 509ms
[2025-10-23 21:06:28,169] Supplier → client | GET /acp/schema/variants | 0 records | OK | 510ms
[2025-10-23 21:06:28,170] Supplier → client | GET /acp/schema/variants | 0 records | OK | 509ms
[2025-10-23 21:06:29,633] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1461ms
[2025-10-23 21:06:29,635] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1464ms
[2025-10-23 21:06:29,637] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1465ms
[2025-10-23 21:08:34,954] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:08:36,841] Supplier → client | GET /acp/schema | 2 records | OK | 1872ms
[2025-10-23 21:08:38,328] Supplier → client | GET /acp/schema/products | 0 records | OK | 1479ms
[2025-10-23 21:08:38,824] Supplier → client | GET /acp/schema/variants | 0 records | OK | 490ms
[2025-10-23 21:08:41,905] Supplier → client | GET /acp/feed/products | 10 records | OK | 3075ms
[2025-10-23 21:09:36,037] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1929ms
[2025-10-23 21:09:50,956] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1969ms
[2025-10-23 21:15:56,425] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:16:07,680] Supplier → client | GET /acp/schema | 2 records | OK | 2579ms
[2025-10-23 21:16:16,883] Supplier → client | GET /acp/schema/products | 0 records | OK | 2069ms
[2025-10-23 21:16:29,122] Supplier → client | GET /acp/feed/products | 10 records | OK | 3125ms
[2025-10-23 21:18:13,854] Supplier → client | GET /health | 0 records | OK | 847ms
[2025-10-23 21:18:42,366] Retailer → client | GET /supplier/discovery | 0 records | ERROR | 1ms
[2025-10-23 21:18:54,970] Retailer → client | GET /supplier/schema | 0 records | ERROR | 1ms
[2025-10-23 21:19:03,189] Retailer → client | GET /skill/FetchCatalog | 0 records | ERROR | 1ms
[2025-10-23 21:21:29,567] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:21:29,570] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:21:29,570] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:21:31,443] Supplier → client | GET /acp/schema | 2 records | OK | 1869ms
[2025-10-23 21:21:31,708] Supplier → client | GET /acp/schema | 2 records | OK | 2133ms
[2025-10-23 21:21:31,741] Supplier → client | GET /acp/schema | 2 records | OK | 2164ms
[2025-10-23 21:21:32,861] Supplier → client | GET /acp/schema/products | 0 records | OK | 1404ms
[2025-10-23 21:21:33,095] Supplier → client | GET /acp/schema/products | 0 records | OK | 1384ms
[2025-10-23 21:21:33,158] Supplier → client | GET /acp/schema/products | 0 records | OK | 1411ms
[2025-10-23 21:21:33,327] Supplier → client | GET /acp/schema/variants | 0 records | OK | 456ms
[2025-10-23 21:21:33,554] Supplier → client | GET /acp/schema/variants | 0 records | OK | 455ms
[2025-10-23 21:21:33,629] Supplier → client | GET /acp/schema/variants | 0 records | OK | 466ms
[2025-10-23 21:21:35,424] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2091ms
[2025-10-23 21:21:35,635] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2078ms
[2025-10-23 21:21:35,735] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2104ms
[2025-10-23 21:23:04,747] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:23:05,212] Supplier → client | GET /acp/schema | 2 records | OK | 461ms
[2025-10-23 21:23:06,621] Supplier → client | GET /acp/schema/products | 0 records | OK | 1402ms
[2025-10-23 21:23:07,086] Supplier → client | GET /acp/schema/variants | 0 records | OK | 462ms
[2025-10-23 21:23:08,514] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1423ms
[2025-10-23 21:23:08,524] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:23:08,991] Supplier → client | GET /acp/schema | 2 records | OK | 462ms
[2025-10-23 21:23:09,458] Supplier → client | GET /acp/schema/products | 0 records | OK | 461ms
[2025-10-23 21:23:09,922] Supplier → client | GET /acp/schema/variants | 0 records | OK | 460ms
[2025-10-23 21:23:11,410] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1486ms
[2025-10-23 21:24:15,101] Retailer → client | GET /supplier/discovery | 0 records | ERROR | 0ms
[2025-10-23 21:36:35,483] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:36:35,679] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:36:38,075] Supplier → client | GET /acp/schema | 2 records | OK | 2573ms
[2025-10-23 21:36:38,077] Supplier → client | GET /acp/schema | 2 records | OK | 2395ms
[2025-10-23 21:36:39,587] Supplier → client | GET /acp/schema/products | 0 records | OK | 1501ms
[2025-10-23 21:36:39,590] Supplier → client | GET /acp/schema/products | 0 records | OK | 1504ms
[2025-10-23 21:36:40,198] Supplier → client | GET /acp/schema/variants | 0 records | OK | 588ms
[2025-10-23 21:36:40,202] Supplier → client | GET /acp/schema/variants | 0 records | OK | 604ms
[2025-10-23 21:36:42,562] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2354ms
[2025-10-23 21:36:42,564] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2356ms
[2025-10-23 21:37:49,456] Supplier → client | GET /health | 0 records | OK | 692ms
[2025-10-23 21:38:11,461] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:38:11,939] Supplier → client | GET /acp/schema | 2 records | OK | 465ms
[2025-10-23 21:38:13,114] Supplier → client | GET /acp/schema/products | 0 records | OK | 1167ms
[2025-10-23 21:38:13,591] Supplier → client | GET /acp/schema/variants | 0 records | OK | 471ms
[2025-10-23 21:38:15,133] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1538ms
[2025-10-23 21:38:33,827] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:38:38,995] Supplier → client | GET /acp/schema | 2 records | OK | 544ms
[2025-10-23 21:50:23,010] Supplier → client | GET /health | 0 records | OK | 2875ms
[2025-10-23 21:50:31,904] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:50:43,180] Supplier → client | GET /acp/schema | 2 records | OK | 810ms
[2025-10-23 21:51:04,968] Retailer → client | GET /status | 0 records | OK | 3ms
[2025-10-23 21:51:42,602] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:51:42,606] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:51:43,080] Supplier → client | GET /acp/schema | 2 records | OK | 460ms
[2025-10-23 21:51:44,669] Supplier → client | GET /acp/schema/products | 0 records | OK | 1570ms
[2025-10-23 21:51:44,931] Supplier → client | GET /acp/schema | 2 records | OK | 2309ms
[2025-10-23 21:51:45,158] Supplier → client | GET /acp/schema/variants | 0 records | OK | 473ms
[2025-10-23 21:51:45,401] Supplier → client | GET /acp/schema/products | 0 records | OK | 460ms
[2025-10-23 21:51:46,055] Supplier → client | GET /acp/schema/variants | 0 records | OK | 642ms
[2025-10-23 21:51:46,799] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1635ms
[2025-10-23 21:51:48,407] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 2348ms
[2025-10-23 21:51:56,193] Supplier → client | GET /acp/feed/products | 5 records | OK | 2193ms
[2025-10-23 21:53:15,167] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 21:53:15,812] Supplier → client | GET /acp/schema | 2 records | OK | 639ms
[2025-10-23 21:53:17,395] Supplier → client | GET /acp/schema/products | 0 records | OK | 1578ms
[2025-10-23 21:53:17,906] Supplier → client | GET /acp/schema/variants | 0 records | OK | 507ms
[2025-10-23 21:53:19,475] Retailer → Supplier | TASK A2A FetchCatalog | 11 records | OK | 1562ms
[2025-10-23 21:55:24,749] Supplier → client | GET /acp/resource/products/products:1 | 1 records | OK | 2069ms
[2025-10-23 22:06:46,855] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 22:06:48,473] Supplier → client | GET /.well-known/acp | 0 records | OK | 0ms
[2025-10-23 22:06:49,591] Supplier → client | GET /acp/schema | 2 records | OK | 2724ms
